| 04/23/2021 16:21:56| Guest | Connexion | Connected Successfully| user
20| 04/26/2021 19:02:13| admin | UPDATE | PRENOM = 'Yanogo', NOM = 'Emmanuel', SEXE = 'Male', DATE_NAISSANCE = '1999-12-25', CNIB = 'B524585787', EMAIL = 'emmanuel@gmail.com', TELEPHONE = 22675757575, DIPLOME = 'Bac D', MOYENNE = 17.290, ECOLE_ORIGINE = 'Lycee Venegre', NUM_URGENCE = 22675757575, NOM_PERE = 'Yaro Bekassoe', NOM_MERE = 'Zongo Marie', PROFESSION_PERE = 'Teacher', PROFESSION_MERE = 'Teacher', RECOMMENDATION = 'Yanogo Patrick'| etudiant
21| 04/26/2021 19:02:32| admin | UPDATE | MOTIVATION = 'cest quoi cette merde', OBSERVATION = 'Lorem, ipsum dolor sit amet consectetur adipisicing elit. Quod assumenda accusantium ut! In obcaecati consequuntur neque, perspiciatis quas corrupti nulla fugiat accusantium, quibusdam iusto, labore voluptatibus. Tempora consequatur repellat doloribus.123'| historique_bourse
22| 04/26/2021 19:02:32| admin | UPDATE | PRENOM = 'Yanogo', NOM = 'Yanogo', SEXE = 'Male', DATE_NAISSANCE = '1999-12-25', CNIB = 'B524585787', EMAIL = 'emmanuel@gmail.com', TELEPHONE = 22675757575, DIPLOME = 'Bac D', MOYENNE = 17.290, ECOLE_ORIGINE = 'Lycee Venegre', NUM_URGENCE = 22675757575, NOM_PERE = 'Yaro Bekassoe', NOM_MERE = 'Zongo Marie Anne', PROFESSION_PERE = 'Teacher', PROFESSION_MERE = 'Teacher', RECOMMENDATION = 'Yanogo Patrick'| etudiant
23| 04/26/2021 23:56:23| Guest | Connexion | Connected Successfully| user
24| 04/26/2021 23:59:15| admin | Connexion | Connected Successfully| user
25| 04/27/2021 00:15:59| admin | Connexion | Connected Successfully| user
26| 04/27/2021 00:19:50| admin | INSERTION | 2021-10-01, 2022-01-01, 2021-11-01, 2021-12-01, 2022-01-01| annee_scolaire
27| 04/27/2021 00:29:58| admin | INSERTION | Aissatou, Aissatou, secretary, WIN_20201018_17_04_16_Pro.jpg| user
28| 04/27/2021 00:33:14| Guest | Connexion | Connected Successfully| user
29| 04/27/2021 00:33:18| admin | INSERTION | Kambou, Kambou, chef_department, baground.png| user
30| 04/27/2021 00:33:59| admin | UPDATE | USERNAME = 'admin', DROITS = 'admin'| user
31| 04/27/2021 00:38:19| admin | UPDATE | USER_STATUS = 'disabled4'| user
32| 04/27/2021 00:40:00| admin | INSERTION | Kambou, Yannick, chef_department, WIN_20210216_10_52_26_Pro.jpg, enable| user
33| 04/27/2021 00:42:15| admin | INSERTION | Yaro, Yaro, chef_scolarite, WIN_20210301_22_47_49_Pro.jpg, enable| user
34| 04/27/2021 00:44:51| admin | INSERTION | Rodrigue, Rodrigue, dean, 16063267528593072509695918339773.jpeg, enable| user
35| 04/27/2021 00:45:14| admin | UPDATE | USERNAME = 'Yara', DROITS = 'chef_scolarite'| user
36| 04/27/2021 00:48:28| admin | UPDATE | USERNAME = 'Yaro', DROITS = 'chef_scolarite'| user
37| 04/27/2021 00:48:51| admin | UPDATE | USERNAME = 'Yara', DROITS = 'chef_scolarite'| user
38| 04/27/2021 00:49:08| admin | UPDATE | USERNAME = 'Yara', DROITS = 'chef_scolarite'| user
39| 04/27/2021 00:49:16| admin | UPDATE | USERNAME = 'Yara', DROITS = 'chef_scolarite'| user
40| 04/27/2021 00:49:23| admin | UPDATE | USERNAME = 'Rodrigue', DROITS = 'dean'| user
41| 04/27/2021 00:50:42| Guest | Connexion | Connection Rejected| user
42| 04/27/2021 00:50:56| Guest | Connexion | Connection Rejected| user
43| 04/27/2021 00:51:12| Guest | Connexion | Connected Successfully| user
44| 04/27/2021 00:55:14| admin | INSERTION | Computer Science, KAMBOU Sie Yannick, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.| department
45| 04/27/2021 00:57:43| admin | INSERTION | Electrical Engineering, VALEA, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.| department
46| 04/27/2021 01:01:03| admin | INSERTION | 1, Software Engineering, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.| filieres
47| 04/27/2021 01:01:35| admin | INSERTION | 2, Electricity, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.| filieres
48| 04/27/2021 01:02:34| admin | INSERTION | Bac C| type_bac
49| 04/27/2021 01:03:09| admin | INSERTION | Bac D| type_bac
50| 04/27/2021 01:03:46| admin | INSERTION | Bac F| type_bac
51| 04/27/2021 01:04:03| admin | INSERTION | Bac G4| type_bac
52| 04/27/2021 01:06:27| admin | INSERTION | 1, Computer Science I, 50| classe
53| 04/27/2021 01:07:13| admin | INSERTION | 2, Electricity I, 550000| classe
54| 04/27/2021 01:07:36| admin | INSERTION | 1, Computer Science II, 550000| classe
55| 04/27/2021 01:08:07| admin | UPDATE | ID_FILIERE = 1, NOM_CLASSE = 'Computer Science I', MONTANT_SCOLARITE = 550000| classe
56| 04/27/2021 01:09:09| admin | INSERTION | 1, Computer Science III, 600000| classe
57| 04/27/2021 01:13:44| admin | INSERTION | 2, Electricity II, 550000| classe
58| 04/27/2021 01:14:01| admin | INSERTION | 2, Electricity III, 600000| classe
59| 04/27/2021 01:15:22| admin | INSERTION | Semester I| semestre
60| 04/27/2021 01:15:28| admin | INSERTION | Semester II| semestre
61| 04/27/2021 01:16:01| admin | INSERTION | Semester III| semestre
62| 04/27/2021 01:17:09| admin | INSERTION | Semester IV| semestre
63| 04/27/2021 01:17:16| admin | INSERTION | Semester V| semestre
64| 04/27/2021 01:17:22| admin | INSERTION | Semester VI| semestre
65| 04/27/2021 01:18:04| admin | UPDATE | NOM_SEMESTRE = 'Semester 1'| semestre
66| 04/27/2021 01:18:15| admin | DELETION | ID_SEMESTRE = 1| semestre
67| 04/27/2021 01:18:23| admin | INSERTION | Semester I| semestre
68| 04/27/2021 01:24:11| admin | INSERTION | 1, 7, Programming C, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
69| 04/27/2021 01:24:57| admin | INSERTION | 1, 7, English, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
70| 04/27/2021 01:25:30| admin | INSERTION | 2, 7, Python, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
71| 04/27/2021 01:26:39| admin | INSERTION | 2, 7, Algorithm, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
72| 04/27/2021 01:28:11| admin | INSERTION | 1, 2, Data Structure, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
73| 04/27/2021 01:28:30| admin | INSERTION | 1, 2, DataBase, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
74| 04/27/2021 01:29:21| admin | UPDATE | ID_CLASSE = 1, ID_SEMESTRE = 2, NOM_MODULE = 'Data base', VOLUME_HORAIRE = 6, DESCRIPTION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.'| module
75| 04/27/2021 01:29:39| admin | UPDATE | ID_CLASSE = 1, ID_SEMESTRE = 2, NOM_MODULE = 'DataBase', VOLUME_HORAIRE = 6, DESCRIPTION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document, click it and a button for layout options appears next to it. When you work on a table, click where you want to add a row or a column, and then click the plus sign. Reading is easier, too, in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end, Word remembers where you left off - even on another device.'| module
76| 04/27/2021 01:31:42| admin | INSERTION | 1, 2, trtrtt, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
77| 04/27/2021 01:31:53| admin | DELETION | ID_MODULE = 7| module
78| 04/27/2021 01:34:16| admin | INSERTION | 2, 2, Programming arduino, 6, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them.| module
79| 04/27/2021 01:43:07| Yara | INSERTION | SANOU, Lougoudoro, Male, 1999-07-28, sanoulougoudoro@gmail.com, 1, B1223535, 00 226 56 80 78 09, 00 226 72 62 73 94, LDN, Bac D, 15, 04/27/2021 01:43:07| newetudiant
80| 04/27/2021 01:45:00| Yara | INSERTION | KABORE, Boukary, Male, 1998-07-09, kaboreboukary@gmail.com, 1, B12345678, 00 226 71 23 34 54, 00 226 77 88 90 87, LMK, Bac C, 13, 04/27/2021 01:45:00| newetudiant
81| 04/27/2021 01:46:47| Yara | INSERTION | SEMDE, Salifou, Male, 2000-09-27, lyfsosemde2@gmail.com, 2, B11345421, 00 226 71 13 44 86, 00 226 66 97 89 05, LPK, Bac D, 14, 04/27/2021 01:46:47| newetudiant
82| 04/27/2021 01:47:40| Guest | Connexion | Connected Successfully| user
83| 04/27/2021 01:49:00| Yara | INSERTION | YANOGO, Patrick, Male, 2000-02-24, patrick2yanogo@outlook.com, 1, B4587625, 00 226 73 32 34 66, 00 226 54 87 87 98, LMV, Bac D, 12, 04/27/2021 01:49:00| newetudiant
84| 04/27/2021 01:50:35| Yara | UPDATE | NOM = '', PRENOM = '', SEXE = '', DATE_NAISSANCE = '', EMAIL = '', CLASSE = '', CNIB = '', TELEPHONE = '', NUM_URGENCE = '', ECOLE_ORIGINE = '', DIPLOME = '', MOYENNE = ''| newetudiant
85| 04/27/2021 01:52:43| Yara | UPDATE | NOM = '', PRENOM = '', SEXE = '', DATE_NAISSANCE = '', EMAIL = '', CLASSE = '', CNIB = '', TELEPHONE = '', NUM_URGENCE = '', ECOLE_ORIGINE = '', DIPLOME = '', MOYENNE = ''| newetudiant
86| 04/27/2021 01:54:57| Yara | UPDATE | NOM = 'SANOU', PRENOM = 'Brahima', SEXE = 'Male', DATE_NAISSANCE = '1999-07-28', EMAIL = 'sanoulougoudoro@gmail.com', CLASSE = 1, CNIB = 'B1223535', TELEPHONE = 0022658545652, NUM_URGENCE = 0022658595753, ECOLE_ORIGINE = 'LDN', DIPLOME = 'Bac D', MOYENNE = 15.000| newetudiant
87| 04/27/2021 01:55:47| admin | INSERTION | 25| bourse
88| 04/27/2021 01:55:55| Yara | DELETION | ID_NEW_ETUDIANT = ''| newetudiant
89| 04/27/2021 01:55:56| admin | INSERTION | 50| bourse
90| 04/27/2021 01:56:07| admin | INSERTION | 75| bourse
91| 04/27/2021 01:56:20| admin | INSERTION | 100| bourse
92| 04/27/2021 01:56:29| admin | INSERTION | 200| bourse
93| 04/27/2021 01:56:40| admin | UPDATE | TAUX = 150| bourse
94| 04/27/2021 01:56:49| admin | DELETION | ID_BOURSE = 5| bourse
95| 04/27/2021 01:57:48| Yara | DELETION | ID_NEW_ETUDIANT = 1| newetudiant
96| 04/27/2021 01:59:15| admin | INSERTION | 2020200051462, Programing with Javascript, CS21 students, 2021-04-26, 1, new, amp.png| documents
97| 04/27/2021 01:59:40| admin | UPDATE | TITRE = 'Programing with Javascript', DEPARTMENT = 1, BOOK_STATUS = 'new', AUTHEUR = 'CS21 Students', DATE_EDITION = '2021-04-26', PICTURE = ''| documents
98| 04/27/2021 02:00:39| Yara | INSERTION | SANKARA, Olivia, Female, 2001-06-29, oliviasankara@gmail.com, 2, B1223534, 0022658789855, 0022659874521, LMV, Bac C, 14, 04/27/2021 02:00:39| newetudiant
99| 04/27/2021 02:00:42| admin | INSERTION | 202020005146, Machine Learning, Lougoudoro, 2021-04-27, 1, new, amp.png| documents
100| 04/27/2021 02:01:08| admin | UPDATE | TITRE = 'Machine Learning', DEPARTMENT = 0, BOOK_STATUS = 'new', AUTHEUR = 'Lougoudoro', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
101| 04/27/2021 02:02:09| Yara | INSERTION | SANOU, Lougoudoro, Male, 2001-02-08, sanoulougoudoro@gmail.com, 1, B458789562, 0022659878954, 0022653214589, LDN, Bac D, 15.73, 04/27/2021 02:02:09| newetudiant
102| 04/27/2021 02:04:25| admin | UPDATE | TITRE = 'Machine Learning', DEPARTMENT = 0, BOOK_STATUS = 'new', AUTHEUR = 'Lougoudoro', DATE_EDITION = '2021-04-27', PICTURE = 'amp.png'| documents
103| 04/27/2021 02:05:13| admin | INSERTION | 20202000514, Machivdfne Learning, wert, 2021-04-27, 2, good, costumer.PNG, free| documents
104| 04/27/2021 02:05:23| admin | UPDATE | TITRE = 'Machivdfne Learning', DEPARTMENT = 2, BOOK_STATUS = 'good', AUTHEUR = 'wert', DATE_EDITION = '2021-04-27', PICTURE = ''| documents
105| 04/27/2021 02:06:08| Guest | Connexion | Connection Rejected| user
106| 04/27/2021 02:06:25| Guest | Connexion | Connected Successfully| user
107| 04/27/2021 02:07:04| admin | INSERTION | 1, 2021-04-27, 2021-04-30, It is just a test checking that everything runs well, 1| survey_set
108| 04/27/2021 02:07:18| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
109| 04/27/2021 02:07:18| Aissatou | INSERTION | 4, 2021-05-06, 12:00| entretien
110| 04/27/2021 02:07:37| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
111| 04/27/2021 02:07:37| Aissatou | INSERTION | 3, 2021-04-30, 15:00| entretien
112| 04/27/2021 02:08:01| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
113| 04/27/2021 02:08:01| Aissatou | INSERTION | 5, 2021-05-09, 08:00| entretien
114| 04/27/2021 02:08:15| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
115| 04/27/2021 02:08:15| Aissatou | INSERTION | 2, 2021-05-06, 18:00| entretien
116| 04/27/2021 02:08:47| Aissatou | UPDATE | STATUT = 'in_meeting'| newetudiant
117| 04/27/2021 02:08:47| Aissatou | INSERTION | 6, 2021-05-08, 18:00| entretien
118| 04/27/2021 02:09:31| Aissatou | UPDATE | DATE_ENTRETIEN = '2021-04-28', HEURE = '08:00:00'| entretien
119| 04/27/2021 02:10:31| Guest | Connexion | Connected Successfully| user
120| 04/27/2021 02:13:38| Yannick | UPDATE | NOM_PERE = 'SANKARA Brahima', PERE_PROFESSION = 'Police Man', NOM_MERE = 'OUEDRAOGO Fatimata', MERE_PROFESSION = 'House Keeping', MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'bourse_waiting', RECOMMENDATION = 'SANOU Lougoudoro'| newetudiant
121| 04/27/2021 02:15:18| Yannick | UPDATE | NOM_PERE = 'KABORE BANGA', PERE_PROFESSION = 'DG', NOM_MERE = 'KANSOLE  Nanankie', MERE_PROFESSION = 'Teacher', MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'bourse_waiting', RECOMMENDATION = 'NANA Geremie'| newetudiant
122| 04/27/2021 02:16:35| Yannick | UPDATE | NOM_PERE = 'SEMDE Ismael', PERE_PROFESSION = 'Police Man', NOM_MERE = 'OUILY Faouziatou', MERE_PROFESSION = 'Directrice', MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'bourse_waiting', RECOMMENDATION = 'SEMDE Malick'| newetudiant
123| 04/27/2021 02:23:38| admin | INSERTION | 0| bourse
124| 04/27/2021 02:25:32| Yannick | UPDATE | NOM_PERE = 'Ouedraogo Boukary', PERE_PROFESSION = 'Trader', NOM_MERE = 'Kanzie Yasminatou', MERE_PROFESSION = 'Farmer', MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'bourse_waiting', RECOMMENDATION = 'Bazie Giovanni'| newetudiant
125| 04/27/2021 02:28:00| Yannick | UPDATE | NOM_PERE = 'Semde Salifou', PERE_PROFESSION = 'Teacher', NOM_MERE = 'Kone Amour', MERE_PROFESSION = 'Student', MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document', STATUT = 'bourse_waiting', RECOMMENDATION = 'Gnanou Inza'| newetudiant
126| 04/27/2021 02:28:29| admin | UPDATE | BOURSE = 
                                                2, MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'enabled'| newetudiant
127| 04/27/2021 02:28:40| admin | UPDATE | BOURSE = 
                                                1, MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'enabled'| newetudiant
128| 04/27/2021 02:28:48| admin | UPDATE | BOURSE = 
                                                3, MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'enabled'| newetudiant
129| 04/27/2021 02:29:01| admin | UPDATE | BOURSE = 
                                                2, MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen', STATUT = 'enabled'| newetudiant
130| 04/27/2021 02:29:52| admin | UPDATE | BOURSE = 
                                                4, MOTIVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document', OBSERVATION = 'Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document', STATUT = 'enabled'| newetudiant
131| 04/27/2021 02:30:54| Guest | Connexion | Connected Successfully| user
132| 04/27/2021 02:31:13| Aissatou | INSERTION | bs00001, Olivia, SANKARA, Female, 2001-06-29, B1223534, 22658789855, oliviasankara@gmail.com, 22659874521, Bac C, 14.000, SANKARA Brahima, Police Man, OUEDRAOGO Fatimata, House Keeping, LMV, SANOU Lougoudoro, enabled, 5| etudiant
133| 04/27/2021 02:31:13| Aissatou | INSERTION | 2, bs00001, 2, 04/27/2021 02:31:13, 1| inscription
134| 04/27/2021 02:31:13| Aissatou | INSERTION | bs00001, bs00001, student| user
135| 04/27/2021 02:31:13| Aissatou | INSERTION | bs00001, 2, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, Click Insert and then choose the elements you want from the different galleries. Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme, the pictures, charts, and SmartArt graphics change to match your new theme. When you apply styles, your headings change to match the new theme. Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your documen, 1| historique_bourse
136| 04/27/2021 02:31:13| Aissatou | INSERTION | 1, 275000 F CFA, 250000, 04/27/2021 02:31:13| scolarite
137| 04/27/2021 02:31:13| Aissatou | DELETION | ID_NEW_ETUDIANT = 5| newetudiant
138| 04/27/2021 02:44:42| Aissatou | UPDATE | MONTANT_PAYE = 270000| scolarite
139| 04/27/2021 02:44:43| Aissatou | INSERTION | 1, 20000, 04/27/2021 02:44:43, 3| historique_payement
140| 04/27/2021 02:49:09| admin | Connexion | Connected Successfully| user
141| 04/27/2021 02:56:32| Aissatou | UPDATE | PRIX = 6250, DATE_LIMITE_PAIEMENT = 'Jan 05, 2021'| cantine
142| 04/27/2021 02:56:40| Aissatou | UPDATE | PRIX = 6000, DATE_LIMITE_PAIEMENT = 'Nov 30, -0001'| cantine
143| 04/27/2021 02:59:06| Guest | Connexion | Connected Successfully| user
144| 04/27/2021 03:26:37| Aissatou | INSERTION | bs00002, bs00002, student, user_24px.png, enable| user
145| 04/27/2021 03:26:37| Aissatou | INSERTION | bs00002, Boukary, KABORE, Male, 1998-07-09, B12345678, 00 226 71 23 34 54, kaboreboukary@gmail.com, 00 226 77 88 90 87, Bac C, 13.000, KABORE BANGA, DG, KANSOLE  Nanankie, Teacher, LMK, NANA Geremie, enabled, 9| etudiant
146| 04/27/2021 03:26:37| Aissatou | INSERTION | 1, bs00002, 1, 04/27/2021 03:26:37, 1| inscription
